"","PON1","NRXN1","APOBEC2","AP3B2","CST5","GCGR","GFRA3","LMO1","CHRNA4","GABRR1","GAP43","SOD3","TMEM61","GHRH","PAK3","FRMPD4","STMN4","HCN4","ADCY2","SERPINA5","ASB4","SCG5","KCNMB2","MGAT4C","GRIA3","ATP1A2","HAND2","LCN12","SYNGR4","GRIN1","SCGN","MB","NEUROG1","DIRAS3","DSCAML1","KCNC1","PKIB","COL22A1","HAPLN2","SLC4A10","TTBK1","KCNK3","RIPPLY2","KCNJ4","RALYL","RXRG","CELF4","LHFPL5","MS4A8","RNF182","C2CD4B","GRIA2","DCX","CADM2","ZFR2","CPNE4","TCEAL5","CST2","HEPACAM","KCNA1","PCDHA8","NOVA1","PLP1","SNAP91","ONECUT2","KCNB1","C22ORF42","TAGLN3","EPHA8","PCDHB1","RGS8","GPC5","TMEM114","SYT13","GP2","VWC2L","CACNG2","COL20A1","GHSR","ZDHHC22","SOX1","AMER3","SPHKAP","C8ORF86"
"TCGA.44.A479.01A1",10,8,5,15,0,0,5935,16,0,12,10,808,190,0,277,0,0,1,7,40,2,1706,12,1,3,3,1,84,20,92,1,616,0,21,33,6,976,236,2,56,56,142,11,6,0,12,81,17,98,2,1573,2,3,7,8,76,1,8,0,0,2,84,6,8,61,6,0,13,2,4,3,74,0,1167,2215,1,0,1,0,17,0,0,0,1
"TCGA.MP.A4SY.01A1",150,7,104,31,3,3,23,30,8,2,35,2629,153,0,84,1,1,42,100,2226,42,337,13,3,15,103,2,31,9,21,15,490,0,94,60,2,740,617,15,8,17,146,0,0,2,3,25,15,317,11,5,23,11,10,5,86,10,197,0,5,12,47,2,40,452,81,0,3,21,15,11,5,13,2098,0,3,1,12,0,7,46,0,7,0
"TCGA.91.6847.01A1",6,4,15,3,2,1,7,4,0,0,0,59,105,0,745,108,0,1,3,911,2,37,0,0,2,3,2,30,3,11,1,1247,0,94,0,7,18017,5,0,2,12,50,0,1,5,1,261,16,0,6,584,1,18,59,1,11,1,1,0,0,15,2961,0,2,658,2,0,6,1,15,2,5,0,24,0,0,0,0,2,2,0,0,0,0
"TCGA.95.7948.01A1",76,1,15,131,24,1,15,0,6,0,6,3324,56,0,100,0,0,184,20,44,27,306,8,0,28,11,2,655,3,0,0,285,0,74,47,2,259,81,5,1,59,80,0,18,1,7,802,1,356,78,40,2,12,63,30,6,3,42,0,0,0,63,1,2,127,113,1,2,68,0,3,32,4,245,0,0,0,5,0,0,0,0,2,1
"TCGA.55.8208.01A1",46,7,9,30,10,8,104,2,4,1,21,2424,94,0,81,4,2,56,26,1771,17,418,39,3,11,88,0,27,11,21,4,460,0,23,74,4,1014,660,3,21,47,259,3,0,0,37,61,15,631,33,136,2,0,0,10,337,4,57,2,4,2,42,1,11,104,21,1,5,3,9,13,37,1,1165,1,2,0,4,2,1,0,1,3,0
"TCGA.55.7907.01A1",80,3,13,16,0,0,5,0,1,1,2,735,16,0,13,2,0,9,15,8,8,189,6,15,1,42,0,15,15,35,0,130,0,21,337,2,71,33,2,12,15,46,0,1,0,3,28,12,215,8,98,1,1,10,2,67,0,55,1,1,0,23,1,0,84,16,0,1,0,1,3,3,0,2,1,5,0,0,0,0,0,3,0,0
"TCGA.MP.A4SW.01A1",282,10,47,23,20,7,10093,3,2,2,16,1088,87,1,33,3,0,2,20,30,39,241,5,0,5,64,0,156,16,447,0,620,0,127,18,2,356,133,3,39,23,111,0,1,3,42,23,7,153,15,358,5,2,9,7,376,1,55,2,0,39,71,6,3,61,100,1,1,2,2,6,27,5,1,0,0,3,5,0,0,0,0,1,0
"TCGA.99.8032.01A1",24,15,15,222,4,15,15311,10,1,1,179,1345,548,0,462,0,5,9,63,222,37,7242,16,52,21,133,2,409,9,305,71,267,0,84,274,23,211,1275,23,15,42,295,4,1,2,37,113,9,458,71,700,6,0,6,3,60,7,129,0,6,0,231,3,23,510,15,0,94,37,9,1,15,4,4291,1862,1,0,4,1,6,2,23,2,1
"TCGA.44.6776.01A1",8,18,21,5,81,0,234,0,0,0,0,753,15,0,191,8,0,59,15,1,16,13,5,1,7,133,1,43,2,12,1,30,0,30,18,1,35,5,3,2,10,1087,0,0,0,26,11,1,74,25,6,1,0,8,3,97,1,40,0,2,4,4,0,0,11,2,0,0,0,3,1,215,0,2,0,0,0,0,0,0,0,0,0,0
"TCGA.MP.A4TD.01A1",10,13,12,15,0,3,1610,4,4,8,12,3039,389,0,2790,0,2,26,69,23,6,1830,21,1,10,241,1,143,7,59,3,387,0,79,55,5,191,168,4,12,25,277,4,0,0,23,94,1,277,23,85,3,0,6,9,53,3,382,0,6,6,191,23,5,103,30,1,0,1,5,7,143,2,0,7,1,0,0,0,0,0,0,1,0
"TCGA.55.8090.01A1",261,3,47,28,21,11,43,37,0,2,27,2389,1051,0,60,4,7,35,46,28,92,172,18,0,10,21,0,121,9,1470,1,2038,0,114,357,4,4358,50,15,10,30,407,0,1,0,52,127,32,356,80,1358,8,1,7,10,1594,3,340,0,17,3,1205,5,3,245,84,0,2,2,3,1,21,11,2123,0,2,0,3,0,2,0,8,2,0
"TCGA.50.5932.01A1",103,17,68,11,8,1,47,6,0,0,1,801,74,0,1159,10,0,8,5,4,24,160,9,2,1,113,1,59,4,17,0,23,0,75,503,0,98,4,1,3,6,468,0,0,0,27,81,33,25,34,20,3,0,7,2,356,2,153,0,0,4,8,7,0,4,17,0,0,0,0,2,10,0,314,0,0,0,0,0,2,0,7,1,0
"TCGA.22.0940.01A0",9,97,5,191,6,140,106,303,1,15,151,1266,16,0,66,15,0,40,49,10,5,1496,9,103,26,4,20,15,5,10,0,52,1,92,4,1,241,39,8,9,34,215,52,1,1,9,13,15,11,4818,126,8,17,10,3,267,71,56,0,0,0,94,1,18,107,3,0,3,8,7,8,75,0,447,0,0,0,1,1,0,0,1,0,0
"TCGA.66.2794.01A0",0,37,0,274,3,1,32,30,0,391,15,372,21,0,253,1,2,6,21,11,17,47,142,15,0,23,4,18,15,247,4,142,0,20,9,6,128,21,8,4,18,37,2,3,2,66,9,0,267,13,11,2,1,5,1,10,3,30,0,6,0,153,18,190,17,12,1,106,1,1,12,2,3,376,5,0,0,1,0,0,0,0,1,1
"TCGA.66.2754.01A0",4,377,10,2185,3,3,168,4,0,0,140,211,199,197,24,2,1,840,17,20,23,658,139,1496,20,18,188,124,18,39,8252,740,0,94,6,113,3817,2613,11,25,16,2265,362,0,15,50,690,17,183,2910,3352,24,2,30,6,82,0,89,0,3,0,241,0,117,1516,104,1,719,5,1,1,23,5,18083,19614,0,0,2,1,5,0,412,0,1
"TCGA.L3.A524.01A0",2,49,25,1240,0,9,653,122,5,71,103,355,50,0,56,1,1,3,412,30,5,74,32,4,0,71,15,95,6,139,0,343,28,7,10,40,53,31,25,2,73,0,1,103,5,18,5,0,1,221,74,5,3,4,13,34,0,115,1,1,4,17,122,50,126,16,1,7,107,1,13,3,0,311,0,1,0,49,1,21,1,0,0,0
"TCGA.18.4721.01A0",5,422,0,393,1,1,20,4,0,211,5,285,1,0,12,6,0,4,105,13,32,30,28,4,4,8,46,4,5,21,1,3,0,5,3,10,37,16,2,17,5,12,0,1,1,12,17,0,2,10,4,8,0,7,3,131,0,1,1,3,0,49,1,110,118,4,0,0,2,2,4,37,0,75,0,1,0,1,0,26,0,5,0,0
"TCGA.56.7822.01A0",3,11,69,104,23,103,51,49,1,123,407,1691,23,0,7,20,2,3,26,24,16,34,27,140,206,201,0,9,5,11,1,158,0,37,15,2,179,6710,3,3,4,635,2,1,5,95,111,16,320,30,28,5,4,6,6,74,2,76,0,0,1,8,5,1,21,17,2,23,0,4,0,15,2,156,1,2,3,0,1,3,17,1,0,0
"TCGA.39.5039.01A0",15,6,25,34,3,1,217,6,1,84,31,1575,39,0,23,11,0,2,27,40,43,332,0,2,11,57,3,7,7,23,2,234,0,53,6,0,403,32,1,1,3,432,40,0,1,86,13,3,71,21,154,0,0,42,7,8,3,403,2,4,3,15,6,5,2,2,0,3,0,0,4,15,0,206,0,2,1,0,0,0,2,0,0,0
"TCGA.63.A5MH.01A0",18,200,383,1185,4,6,92,20,0,0,64,81,12,0,84,7,2,1,268,114,49,37,37,1,33,1,5,11,5,20,2,64,0,30,84,2,94,447,10,0,133,1,16,52,2,139,42,3,46,184,10,6,1,42,10,264,173,3,1,2,0,259,3,28,198,15,1,17,0,2,24,2,23,111,1,1,5,2,0,0,0,4,0,3
"TCGA.60.2711.01A0",2,171,5,183,5,2,179,20,98,142,166,647,18,179,25,1,3,3,1320,2,26,242,151,15,6,73,158,26,9,17,1,17,2,16,16,8,80,111,8,1,24,442,9,2,13,37,17,1,518,4261,389,6,9,0,9,118,21,114,1,0,0,24,4,39,175,3,3,24,0,3,2,4,2,5,0,1,0,0,7,11,0,0,0,0
"TCGA.85.8666.01A0",1,15,2,494,0,30,43,66,3,51,46,447,25,0,11,0,3,0,6,56,8,188,12,9,55,23,10,2,3,21,0,52,0,23,5,0,61,245,1,0,21,81,149,2,0,21,2,4,0,5,28,0,0,3,1,51,4,10,3,10,1,30,79,61,90,18,0,7,5,0,8,2,13,0,13,0,0,1,0,3,0,1,1,0
"TCGA.63.A5MB.01A0",9,99,20,2643,8,20,322,20,15,261,66,518,40,7,59,47,10,11,298,8,7,483,51,92,12,51,104,81,5,33,0,7,0,160,52,15,74,175,11,1,570,226,203,37,0,21,229,0,7,50,59,119,1,7,42,573,5,51,0,3,8,99,42,672,27,44,0,4,80,4,1,18,0,337,0,1,61,47,5,63,2,2,4,0
"TCGA.43.5668.01A0",7,17,39,31,1,1,18,0,0,33,15,846,56,0,71,3,1,3,4,133,7,114,4,8,26,99,0,13,32,888,0,3039,0,11,460,3,254,183,1,345,69,13,0,4,0,7,99,43,300,5,24,4,0,206,139,156,1,26,4,2,15,21,3,40,293,27,0,1,3,23,4,1311,5,0,1,3,0,2,0,3,0,0,1,0
"TCGA.18.3412.01A0",0,4,0,57,2,8,282,488,0,234,10,440,111,0,18,0,1,5,4,9,8,165,386,1,17,15,0,10,21,25,0,280,0,15,8,5,189,49,0,8,201,148,12,0,0,7,5,0,113,23,21,1,51,5,0,5,2,40,1,3,1,30,4,26,24,4,1,4,1,4,3,4,1,2,2,0,0,1,1,1,17,3,0,0
"TCGA.96.7545.01A0",7,26,11,543,16,3,254,5,4,143,81,1215,39,2,66,47,1,4,15,42,51,181,165,493,42,358,2,6,1,3,0,17,0,80,24,2,144,35,1,7,23,1426,6,13,0,179,12,1,4,134,153,1,1,27,2,37,3,146,2,4,3,66,16,185,27,63,0,3,1,3,3,166,0,69,1,1,24,0,0,1,0,2,15,0
"TCGA.21.1083.01A0",15,6,20,853,2,1,143,12,5,275,381,1026,15,1,42,0,0,30,20,7,6,159,49,0,11,16,23,134,31,443,0,84,1,52,25,2,153,3002,586,0,107,80,81,4,0,10,578,74,0,15,536,0,0,2,4,71,2,1,8,130,0,55,5,18,32,17,2,6,47,2,10,7,8,26,11,1,0,4,1,0,2,0,3,0
"TCGA.34.8455.01A0",4,1,0,178,4,1,42,6,0,5,30,1127,35,3,25,7,0,6,15,8,16,124,11,5,10,142,0,3,1,12,1,37,1,47,3,4,33,56,1,7,80,520,71,1,0,15,7,7,0,16,104,0,0,7,0,27,5,21,0,0,0,49,10,163,75,3,0,16,2,0,0,8,1,4,0,0,0,1,0,1,17,0,0,0
"TCGA.85.A511.01A0",7,211,4,139,0,26,115,30,0,151,142,1352,15,1,49,1,2,9,168,30,0,265,42,122,37,7,4,106,2,17,0,211,2,18,9,2,142,3832,4,5,53,61,3,0,1,6,21,0,0,55,27,9,0,4,5,23,2,47,1,3,6,25,7,8,16,1,0,11,0,2,7,44,6,75,3,0,0,0,1,2,40,1,0,0
"TCGA.46.6025.01A0",4,122,7,1325,2,13,257,61,6,95,300,665,259,1,20,94,3,2,15,6,6,129,47,986,28,8,1,51,12,7,0,21,4,26,3,2,79,92,23,5,7,139,0,0,23,32,26,2,5,17,13,6,0,1,9,23,1,82,1,2,13,10,2,0,33,4,1,5,18,0,2,13,0,27,0,0,0,23,0,3,1,0,3,0
"TCGA.52.7809.01A0",87,177,16,1504,7,634,426,57,122,118,360,912,21,5,42,0,16,27,243,7,107,298,56,20,21,23,0,543,20,130,1,63,3,98,320,156,153,5900,6,11,65,692,88,15,0,312,242,7,516,2838,74,18,92,5,120,81,261,8,1,211,3,123,262,274,873,46,3,49,119,123,31,23,0,1104,1,2,16,63,1,30,177,171,0,15
"TCGA.63.6202.01A0",24,1,13,8,0,4,55,26,2,0,11,2860,607,0,21,0,2,6,2,7,47,215,1,4,6,9,0,15,10,101,0,376,0,796,5,0,364,103,24,6,51,997,0,0,0,6,47,3,2,23,84,0,0,1,4,51,0,35,0,0,2,46,1,55,2,37,0,0,2,0,6,24,2,12,0,0,9,27,0,1,0,0,1,0
"TCGA.60.2698.01A0",1,6,16,351,7,175,696,124,1,222,119,1218,40,0,47,2,4,6,11,30,17,217,33,4,30,30,12,75,11,142,0,452,9,156,24,1,330,40,23,20,13,460,17,0,0,31,9,20,52,85,194,0,1,40,43,122,183,50,0,21,1,74,3,94,71,7,2,104,134,26,95,20,3,227,0,2,0,4,2,2,0,1,0,0
"TCGA.77.8138.01A0",3,2,5,469,3,2,74,1,0,111,372,595,31,0,15,5,0,1,18,485,49,166,7,4,13,11,0,10,5,21,0,249,0,26,5,1,1404,111,2,2,13,1145,11,1,0,6,15,3,134,7,53,1,0,4,6,23,1,68,1,3,1,7,0,5,5,11,0,79,0,2,1,5,3,257,0,0,0,0,0,0,0,1,0,0
"TCGA.63.A5MT.01A0",3,1,2,56,0,153,6,1,0,37,7,476,12,0,8,0,0,4,3,39,7,137,2,3,6,16,0,134,5,8,0,330,0,3,0,4,63,49,4,1,4,73,0,1,0,1,6,10,21,4,31,0,0,0,6,4,1,0,0,0,0,6,1,2,15,8,1,3,1,0,1,3,1,0,1,2,0,3,0,0,0,0,0,0
"TCGA.22.5478.01A0",28,239,12,701,4,13,1376,5,1,319,350,2085,33,0,28,584,7,37,3976,146,252,113,71,2,68,85,6,30,6,40,2,450,0,245,47,153,2990,52,2,4,21,990,74,17,0,32,460,5,622,11,4425,416,0,26,2,104,539,31,8,951,2,194,40,431,166,71,6,39,2,11,4,6,121,107,39,1,0,1,0,5,0,0,25,1
"TCGA.77.8143.01A0",1,50,49,65,4,10,20,13,0,9,7,262,21,0,6,1,0,0,15,3,16,55,25,12,0,6,0,12,6,18,0,476,0,15,0,3,128,17,212,23,84,119,238,1,2,23,160,6,4,4,10,4,0,71,0,15,0,4,0,1,0,3,0,3,2,25,0,6,13,1,1,3,1,6,23,0,0,0,0,1,0,0,2,0
"TCGA.85.7697.01A0",2,55,4,87,0,169,144,12,1,420,211,787,47,4,75,3,3,15,128,51,33,129,27,8,194,44,84,23,3,74,2,353,6,71,30,3,519,221,7,8,52,100,5,10,5,18,24,10,356,42,47,11,10,23,5,20,32,7,2,16,0,80,78,20,75,30,9,26,0,1,84,1,2,203,1113,4,20,1,0,1,10,1,2,1
"TCGA.NC.A5HM.01A0",17,21,0,398,0,16,222,20,5,10,416,353,80,0,23,98,0,7,5,37,40,42,21,5,7,2,0,33,7,32,0,274,0,21,8,12,543,488,2,16,47,106,85,2,0,21,68,12,0,25,323,6,0,13,3,211,194,2,0,0,3,101,1,66,74,3,3,168,5,5,0,1,1,172,0,0,0,2,1,3,0,0,0,0
"TCGA.77.7142.01A0",64,30,2,1373,40,17,203,8,1,1397,221,523,21,1,40,1,2,3,2404,9,59,94,113,162,15,130,32,37,3,33,2,31,0,46,27,10,148,44,1,6,8,425,0,0,0,68,37,2,80,50,20,2,0,15,4,189,1,30,0,8,2,51,7,111,114,9,0,2,5,28,1,31,4,884,0,0,0,7,1,55,480,2,7,0
"TCGA.22.5489.01A0",18,1073,1,1750,4,4,63,52,586,253,345,988,6,0,827,1,11,84,267,44,15,358,26,49,50,103,221,40,27,49,6,105,1,79,230,50,270,4779,0,3,74,135,12,4,1,49,32,1,110,139,21,1,1976,61,76,13,1,384,46,71,0,300,103,86,133,52,4,103,15,25,156,27,37,376,281,0,0,6,1,1,33,0,15,0
"TCGA.60.2722.01A0",0,7,3,876,0,6,7,15,21,511,8,281,4,2,9,16,414,11,303,3,3,74,40,32,60,3,8,28,11,6,0,15,0,21,13,3,82,32,32,1,10,6,2,8,1,9,6,0,81,177,9,1,0,2,3,15,2,27,6,10,1,53,6,24,199,11,49,2,28,2,2,1,4,1,1,0,0,26,0,2,465,0,0,0
"TCGA.22.4594.01A0",370,71,1,15,1,75,631,2,0,4,50,1616,231,1,61,1,1,9,31,24,10,879,31,71,0,10,0,234,1,400,9,924,0,30,28,6,778,82,13,40,28,191,63,0,1,6,139,8,270,142,160,9,0,32,3,87,1,117,4,3,5,106,5,28,127,1,0,23,6,3,3,261,0,55,26,3,1,1,0,0,8,3,1,0
"TCGA.21.1077.01A0",5,158,1,601,10,4,1659,27,136,129,71,900,98,5,39,5,1,5,735,33,13,215,82,8,43,42,4,28,6,18,0,52,2,23,15,9,670,171,6,8,28,146,13,2,4,12,28,2,21,473,61,8,21,18,6,160,1,131,2,20,0,15,5,23,23,11,26,11,13,5,10,3,10,426,1,0,4,3,0,2,20,4,5,1
"TCGA.56.7580.01A0",5,55,9,194,2,5,46,0,0,136,5,493,3,0,15,60,0,2,5318,2,40,142,65,113,12,8,47,21,4,5,0,79,0,20,3,1,203,42,0,6,40,40,1,0,17,8,82,1,2,8,81,391,2,37,0,1822,5,1,3,0,0,43,3,1,84,1,0,4,2,1,1,0,103,3,0,0,0,0,3,0,25,2,0,0
"TCGA.63.7022.01A0",4,115,5,57,4,1,236,7,0,154,143,2102,4,0,65,30,3,3,568,82,11,122,23,34,21,117,5,11,6,52,1,60,0,42,13,7,199,250,4,3,49,84,0,1,0,26,42,1,2,33,15,79,3,3,8,9,21,81,16,6,3,47,20,9,23,5,0,21,3,0,12,1,1,194,0,3,0,1,0,2,0,0,2,1
"TCGA.39.5019.01A0",7,73,3,55,13,7,277,44,126,184,447,2249,35,7,87,15,0,21,1106,128,17,477,285,84,55,80,24,23,2,142,7,281,1,472,34,6,488,1132,82,6,118,340,5,39,3,73,52,3,767,491,584,9,1,11,15,108,69,78,50,31,5,100,32,20,34,28,34,105,4,7,4,26,42,539,7,2,1,0,2,10,1,0,0,1
"TCGA.90.7767.01A0",4,222,5,1132,3,2,30,37,0,196,234,268,4,0,1127,2,6,71,662,20,15,122,25,7,63,55,324,71,17,74,18,337,1,34,198,20,183,247,1,27,30,11,2,1,0,32,10,1,6,114,12,2,1260,33,71,44,189,177,32,2337,1,250,53,59,595,5,0,236,61,1,84,120,2,199,945,1,1,3,0,2,1,0,2,0
"TCGA.77.A5G7.01B0",16,6,2,129,2,3,74,5,1,165,63,198,1,1,24,4,0,1,55,40,7,222,20,6,5,26,18,30,1,9,0,43,0,7,6,8,43,55,3,1,31,94,18,1,10,7,23,3,3,10,12,13,2,3,0,2,4,2,0,0,0,15,3,17,25,7,1,17,128,0,0,2,0,6,0,0,0,3,1,0,0,1,2,0
"TCGA.98.A53I.01A0",4,9,8,445,0,34,40,17,2,1653,21,1146,114,5,30,16,1,2,124,33,1,261,79,5,21,57,2,244,5,24,0,3,0,7,55,1,71,346,5,9,94,6,35,0,0,8,26,1,26,6,61,0,0,0,12,23,0,229,1,3,5,239,5,1589,179,15,3,7,5,32,5,2,0,1160,0,2,0,23,2,5,1,1,1,2
"TCGA.96.8170.01A0",40,15,15,277,13,1,87,23,2,86,61,2021,42,0,20,5,1,15,200,43,23,73,31,1,15,156,0,16,4,16,1,356,0,74,37,10,183,84,8,9,46,191,46,1,2,11,33,11,374,42,49,3,39,6,9,26,2,3,0,5,3,11,1,12,43,43,4,9,52,5,3,13,0,5,9,3,0,1,0,0,0,0,1,1
"TCGA.34.2608.01A0",15,20,6,423,15,81,226,8,3,21,181,2038,35,0,87,17,1,18,190,223,13,576,71,103,47,76,3,24,8,15,4,286,0,111,49,1,628,1706,5,12,21,724,3,4,5,44,27,5,1233,94,85,3,3,9,18,63,9,232,1,24,1,189,10,26,26,33,2,20,1,10,9,398,5,892,1,2,2,1,0,31,1,1,2,1
"TCGA.O2.A52Q.01A0",0,1,3,23,1,5,2,51,0,94,25,495,317,0,16,0,0,1,5,713,3,203,5,3,30,20,17,106,15,66,0,1724,0,229,7,3,270,111,1,7,28,99,0,2,1,1,2,5,0,2,28,0,0,2,9,11,3,27,0,1,15,47,3,0,64,4,0,7,0,4,9,1,11,33,0,0,31,0,0,1,0,0,0,2
"TCGA.94.8035.01A0",15,23,2,106,2,4,42,11,37,124,171,325,9,4,16,2,4,3,158,3,23,71,64,304,5,23,37,21,8,196,2,168,0,37,5,5,335,15,1,18,46,61,0,3,3,4,209,10,139,8,190,3,1,53,0,61,15,20,4,1,3,175,1,39,194,8,3,46,21,5,0,11,0,98,0,1,5,0,0,1,0,0,4,0
"TCGA.85.A4JB.01A0",6,197,3,514,0,9,95,15,61,0,61,389,13,3,95,318,3,27,144,9,15,63,51,15,106,6,2,148,4,30,1,17,0,101,24,17,351,1788,1,0,13,130,0,9,0,3,165,0,82,17,95,0,9,57,122,122,136,40,0,4,1,107,1,3,37,104,3,74,59,2,1,1,80,409,1,2,0,0,2,1,0,0,322,0
"TCGA.77.7140.01A0",0,1331,1,249,0,1,26,788,0,73,818,270,8,25,6,0,2,0,15,1,0,61,87,10,21,2,0,6,1,42,0,57,0,10,2,1,53,49,1,0,4,3,61,15,0,209,7,2,0,15,30,1,0,1,2,39,2,8,0,1,0,468,2,49,34,1,2,9,0,0,3,1,0,863,0,0,12,0,0,1,0,1,0,0
"TCGA.63.5131.01A0",12,23,1,140,1,7,305,5,15,471,197,724,2,3,11,165,1,3,1345,6,28,74,94,44,31,49,55,24,9,13,0,133,0,39,2,65,581,40,4,2,376,271,26,1,4,21,4,7,2,12,108,11,6,159,5,1,99,30,1,3,0,23,0,60,64,2,1,5,1,1,1,0,1,4,0,0,1,1,0,0,1,2,153,5
"TCGA.77.8008.01A0",4,21,3,362,4,12,8,8,3,3,335,3547,1,0,55,24,0,0,33,259,31,573,6,8,103,15,3,8,2,9,0,17,1,46,26,10,113,602,1,2,51,144,7,2,0,1,35,8,2,15,23,49,6,18,7,5,3,206,1,3,2,27,5,2,30,2,2,0,1,1,8,11,2,17,0,0,0,3,1,3,8,0,0,7
"TCGA.21.1075.01A0",0,703,1,135,1,6,17,6,24,23,15,363,9,1,6,37,1,1,457,5,10,79,177,7,37,25,0,17,1,6,0,12,0,359,4,1,101,8,0,0,4,95,0,0,99,4,10,3,24,23,26,15,1,71,0,61,0,0,0,0,4,360,5,3,75,10,7,13,1,0,1,6,11,24,0,0,0,3,1,1,0,0,1,2
"TCGA.33.AASL.01A0",5,11,2,570,0,46,28,11,24,510,253,121,30,1,51,3,1,1,85,9,2,30,52,21,35,0,13,51,2,56,0,20,1,56,4,3,53,833,60,1,8,3,103,0,6,10,10,2,1,154,10,1,2,1,15,69,0,1,0,0,24,71,3,43,23,6,1,8,1,9,1,8,1,445,0,1,0,32,0,0,100,0,0,0
"TCGA.94.7557.01A0",16,0,12,953,3,37,108,71,8,111,11,1197,71,0,12,0,1,2,3,583,12,420,13,1,5,28,0,37,6,35,0,681,2,61,196,2,189,150,7,0,100,581,3,4,0,5,245,103,40,368,185,1,0,2,4,10,0,12,1,0,2,5,0,3,34,5,1,6,2,0,1,2,9,1180,0,3,2,2,0,1,4,1,0,0
"TCGA.46.3767.01A0",12,103,25,701,7,33,199,11,1,103,177,1661,12,0,52,6,1,8,465,56,16,295,23,35,21,175,23,12,6,8,0,55,0,61,15,5,778,1306,0,11,21,662,4,0,11,32,63,7,12,169,42,6,1,4,12,139,18,320,2,21,4,40,4,4,21,11,1,10,1,0,9,8,7,270,0,0,2,2,0,6,3,1,0,0
"TCGA.LA.A7SW.01A0",1,7,9,606,1,3,39,6,7,50,61,485,11,0,142,228,10,24,522,30,2,2494,7,42,64,7,35,12,5,40,1,2,0,80,6,47,1357,686,10,10,20,98,314,69,5,4,18,5,0,249,26,1,0,6,71,27,15,0,2,23,13,144,24,104,87,23,4,696,9,8,6,94,2,21,0,1,2,23,2,10,51,16,11,0
"TCGA.98.A539.01A0",3,7,7,159,1,57,56,78,4,194,42,980,76,1,37,0,1,2,9,23,12,433,3,6,5,37,0,25,0,20,0,15,0,43,20,1,160,554,5,3,6,285,0,2,0,12,16,2,43,21,219,6,0,4,9,8,2,30,0,1,0,18,4,6,15,7,7,21,4,1,1,11,0,1132,0,0,2,15,0,1,21,0,0,0
"TCGA.21.1071.01A0",7,184,3,800,1,12,92,13,1,37,427,571,37,0,46,267,3,1,25,98,15,687,76,101,42,5,7,39,3,6,0,111,10,35,8,3,198,234,5,9,16,590,21,0,1,2,86,15,2,190,40,10,2,16,2,395,7,1,0,2,3,11,0,56,79,4,0,12,6,9,8,23,12,335,0,4,0,4,1,5,1,1,3,0
"TCGA.77.7465.01A0",33,1489,13,534,4,12,175,12,0,97,725,292,2,0,422,0,4,34,8,13,35,103,78,268,35,8,98,12,3,11,0,56,0,57,42,9,389,40,6,21,23,101,40,3,0,5,15,4,12,438,13,4,100,126,5,60,94,10,3,1,0,614,18,226,57,11,2,85,3,1,9,10,1,13,0,0,0,1,0,0,0,0,0,0
"TCGA.6A.AB49.01A0",11,0,9,1581,0,33,66,0,0,105,1,289,104,2,55,15,0,0,8,323,10,634,15,6,1,1,0,330,10,23,0,34,0,7,7,12,1158,1099,13,0,89,55,68,1,0,11,86,13,15,4,34,3,0,5,2,2,0,4,3,0,34,2,8,6,288,2,0,100,4,16,0,1,0,0,0,0,0,7,0,0,0,0,0,0
"TCGA.85.8479.01A0",0,0,6,1137,1,21,7,209,23,175,6,275,10,0,7,49,8,6,13,28,1,184,31,1,47,8,0,30,20,362,0,882,0,12,3,37,74,13,24,0,9,409,0,4,0,0,18,2,11,15,135,2,0,0,549,3,0,12,2,0,1,6,2,12,0,7,3,1,194,0,0,0,4,30,0,0,0,25,0,2,0,1,0,0
"TCGA.22.1011.01A0",2,60,18,400,0,5,32,40,7,126,15,1414,12,0,25,10,4,15,283,52,3,90,11,2,15,122,1,23,2,7,0,484,0,30,31,34,351,88,1,7,261,113,0,5,1,11,84,7,5,15,61,4,13,12,13,37,8,10,5,12,1,49,0,6,94,12,1,23,37,1,3,1,3,2,1,0,0,1,1,1,2,0,3,0
"TCGA.66.2793.01A0",9,3332,5,560,4,10,69,11,0,427,519,71,21,21,30,46,9,11,616,0,9,26,37,20,33,9,227,92,9,2,1,61,0,59,11,89,1683,1186,13,26,9,571,154,33,25,35,133,1,55,156,27,7,7,73,2,173,46,13,4,271,1,49,4,738,82,25,0,142,7,42,0,13,1,480,6,1,0,2,0,0,333,1,0,0
"TCGA.34.2600.01A0",2,130,10,400,3,122,130,16,0,193,931,343,20,3,31,1,4,68,1063,2,20,122,148,10,16,67,55,61,4,9,3,391,0,63,39,10,229,992,5,4,23,665,4,8,7,16,76,2,16,252,139,1,3,127,23,68,10,27,2,4,13,6,1,2,126,6,0,88,15,21,0,1,1,320,0,1,0,9,0,6,5,1,2,0
"TCGA.33.A4WN.01A0",6,40,43,412,3,2,40,212,4,247,24,544,8,0,15,5,40,2,146,37,6,209,23,28,18,188,0,40,8,9,0,414,1,55,17,6,827,1167,21,2,27,139,5,21,6,7,40,4,2,137,156,30,11,30,5,23,16,26,13,1,2,40,460,20,33,17,0,10,31,0,1,5,7,300,0,2,12,5,0,32,2,2,6,1
